Date,Month,Turbidity (NTU),Diarrhea Cases,Risk Level,Temperature (°C),Rainfall (mm)
2021-04-28,4,8.7,3,Low,30.5,5.1
2023-08-14,8,61.5,31,High,30.5,35.8
2022-01-20,1,16.1,5,Medium,30.5,5.1
2022-01-11,1,15.8,7,Medium,30.5,5.1
2022-02-23,2,2.6,2,Low,30.5,5.1
2023-03-07,3,11.1,6,Low,30.5,5.1
2020-03-07,3,11.4,3,Low,30.5,5.1
2023-05-24,5,21.5,5,Medium,30.5,5.1
2020-11-10,11,15.7,6,Medium,30.5,5.1
2023-10-22,10,6.5,2,Low,30.5,5.1
2022-07-10,7,239.8,115,High,30.5,35.8
2022-01-29,1,7.4,2,Low,30.5,5.1
2022-01-31,1,10.2,4,Low,30.5,5.1
2022-06-28,6,49.0,18,High,30.5,35.8
2020-06-06,6,38.5,15,High,30.5,35.8
2023-03-21,3,21.3,4,Medium,30.5,5.1
2020-10-08,10,19.9,8,Medium,30.5,5.1
2022-12-20,12,1.6,0,Low,30.5,5.1
2022-01-21,1,5.4,2,Low,30.5,5.1
2022-03-26,3,0.5,1,Low,30.5,5.1
2021-10-05,10,14.2,2,Low,30.5,5.1
2023-08-23,8,8.9,4,Low,30.5,35.8
2021-07-24,7,57.9,33,High,30.5,35.8
2021-05-26,5,15.0,9,Medium,30.5,5.1
2020-08-20,8,8.6,10,Medium,30.5,35.8
2020-02-23,2,7.1,6,Low,30.5,5.1
2021-01-16,1,5.5,1,Low,30.5,5.1
2022-10-19,10,64.1,23,High,30.5,5.1
2022-11-26,11,37.5,17,High,30.5,5.1
2022-03-03,3,13.2,4,Low,30.5,5.1
2023-02-24,2,4.5,1,Low,30.5,5.1
2020-08-29,8,88.6,42,High,30.5,35.8
2021-06-20,6,27.2,8,Medium,30.5,35.8
2021-06-17,6,79.9,40,High,30.5,35.8
2023-12-12,12,8.0,1,Low,30.5,5.1
2022-07-02,7,76.8,44,High,30.5,35.8
2021-03-15,3,15.9,3,Low,30.5,5.1
2023-06-07,6,48.8,33,High,30.5,35.8
2021-08-07,8,45.9,18,High,30.5,35.8
2023-11-22,11,13.2,7,Low,30.5,5.1
2022-10-02,10,19.7,7,Medium,30.5,5.1
2021-02-13,2,14.0,3,Low,30.5,5.1
2020-09-08,9,293.1,151,High,30.5,35.8
2020-10-04,10,11.6,2,Low,30.5,5.1
2020-05-31,5,10.4,4,Low,30.5,5.1
2022-07-14,7,52.0,36,High,30.5,35.8
2020-12-19,12,10.6,2,Low,30.5,5.1
2023-12-31,12,5.1,2,Low,30.5,5.1
2022-06-30,6,35.3,12,High,30.5,35.8
2020-06-28,6,15.6,13,Medium,30.5,35.8
2023-10-28,10,18.6,0,Low,30.5,5.1
2021-10-16,10,16.1,7,Medium,30.5,5.1
2023-09-29,9,34.5,27,High,30.5,35.8
2021-12-12,12,2.6,0,Low,30.5,5.1
2023-12-24,12,0.5,0,Low,30.5,5.1
2020-05-12,5,7.8,4,Low,30.5,5.1
2023-01-31,1,5.1,4,Low,30.5,5.1
2023-01-15,1,15.3,8,Medium,30.5,5.1
2021-08-17,8,91.1,50,High,30.5,35.8
2021-09-06,9,77.2,36,High,30.5,35.8
2020-11-18,11,23.5,6,Medium,30.5,5.1
2023-12-28,12,8.6,5,Low,30.5,5.1
2023-12-24,12,9.3,8,Medium,30.5,5.1
2023-12-05,12,8.6,3,Low,30.5,5.1
2023-07-30,7,0.5,5,Low,30.5,35.8
2020-12-22,12,4.7,3,Low,30.5,5.1
2022-01-10,1,13.1,5,Low,30.5,5.1
2022-11-07,11,10.9,5,Low,30.5,5.1
2021-04-04,4,10.1,4,Low,30.5,5.1
2020-09-05,9,37.4,22,High,30.5,35.8
2021-02-15,2,5.9,2,Low,30.5,5.1
2020-10-11,10,10.8,4,Low,30.5,5.1
2021-04-29,4,30.3,22,High,30.5,5.1
2022-10-08,10,13.1,5,Low,30.5,5.1
2020-02-23,2,5.1,0,Low,30.5,5.1
2022-01-09,1,8.8,5,Low,30.5,5.1
2023-02-08,2,8.5,0,Low,30.5,5.1
2023-03-18,3,17.5,5,Medium,30.5,5.1
2022-01-25,1,1.8,0,Low,30.5,5.1
2022-08-15,8,61.1,26,High,30.5,35.8
2023-02-03,2,8.4,3,Low,30.5,5.1
2020-09-22,9,52.9,21,High,30.5,35.8
2023-06-07,6,104.6,44,High,30.5,35.8
2020-06-25,6,110.2,66,High,30.5,35.8
2020-05-14,5,16.7,6,Medium,30.5,5.1
2021-09-25,9,77.3,47,High,30.5,35.8
2022-03-26,3,10.7,2,Low,30.5,5.1
2022-09-07,9,50.7,27,High,30.5,35.8
2022-12-12,12,7.2,18,High,30.5,5.1
2022-04-21,4,0.5,28,High,30.5,5.1
2022-04-18,4,6.1,3,Low,30.5,5.1
2023-03-23,3,19.7,6,Medium,30.5,5.1
2020-05-31,5,7.5,2,Low,30.5,5.1
2020-09-13,9,81.3,39,High,30.5,35.8
2021-10-11,10,18.2,9,Medium,30.5,5.1
2023-08-08,8,86.9,47,High,30.5,35.8
2020-05-31,5,6.4,2,Low,30.5,5.1
2022-07-10,7,25.0,16,High,30.5,35.8
2022-08-12,8,8.7,0,Low,30.5,35.8
2023-10-24,10,16.9,7,Medium,30.5,5.1
2022-11-25,11,8.2,10,Medium,30.5,5.1
2021-12-06,12,17.3,6,Medium,30.5,5.1
2020-09-19,9,15.6,7,Medium,30.5,35.8
2023-02-03,2,10.0,1,Low,30.5,5.1
2023-08-03,8,55.0,29,High,30.5,35.8
2023-04-18,4,12.9,4,Low,30.5,5.1
2021-01-07,1,7.1,4,Low,30.5,5.1
2020-09-21,9,28.3,13,Medium,30.5,35.8
2022-06-05,6,65.5,38,High,30.5,35.8
2022-10-26,10,52.2,15,High,30.5,5.1
2020-04-23,4,13.5,0,Low,30.5,5.1
2020-09-11,9,125.4,73,High,30.5,35.8
2022-11-27,11,39.7,13,High,30.5,5.1
2020-11-09,11,0.5,0,Low,30.5,5.1
2021-09-14,9,81.4,51,High,30.5,35.8
2020-12-03,12,11.1,5,Low,30.5,5.1
2020-11-27,11,14.7,1,Low,30.5,5.1
2021-10-22,10,18.1,7,Medium,30.5,5.1
2023-12-23,12,4.5,1,Low,30.5,5.1
2021-04-06,4,13.6,5,Low,30.5,5.1
2021-12-09,12,8.1,0,Low,30.5,5.1
2022-11-28,11,18.2,7,Medium,30.5,5.1
2021-08-04,8,122.8,45,High,30.5,35.8
2020-06-10,6,80.9,39,High,30.5,35.8
2021-05-28,5,15.8,2,Low,30.5,5.1
2021-02-06,2,0.5,0,Low,30.5,5.1
2023-07-24,7,63.2,28,High,30.5,35.8
2023-02-02,2,5.0,1,Low,30.5,5.1
2021-07-16,7,44.1,20,High,30.5,35.8
2020-09-13,9,48.8,24,High,30.5,35.8
2023-07-04,7,37.2,19,High,30.5,35.8
2021-09-12,9,125.6,49,High,30.5,35.8
2023-06-12,6,71.2,29,High,30.5,35.8
2022-12-28,12,9.2,0,Low,30.5,5.1
2020-07-10,7,78.5,39,High,30.5,35.8
2022-10-26,10,31.0,9,High,30.5,5.1
2023-08-05,8,79.9,44,High,30.5,35.8
2020-12-11,12,9.6,6,Low,30.5,5.1
2023-04-27,4,16.8,2,Low,30.5,5.1
2023-04-04,4,7.9,2,Low,30.5,5.1
2020-11-11,11,29.2,13,Medium,30.5,5.1
2020-12-16,12,9.0,1,Low,30.5,5.1
2023-09-11,9,92.1,46,High,30.5,35.8
2023-07-02,7,38.7,13,High,30.5,35.8
2023-05-24,5,15.7,1,Low,30.5,5.1
2021-11-22,11,12.3,7,Low,30.5,5.1
2023-02-28,2,6.4,0,Low,30.5,5.1
2020-03-25,3,10.0,6,Low,30.5,5.1
2020-02-28,2,9.0,0,Low,30.5,5.1
2020-06-15,6,31.8,15,High,30.5,35.8
2020-04-03,4,25.0,7,Medium,30.5,5.1
2023-08-06,8,0.5,0,Low,30.5,35.8
2023-03-27,3,15.5,6,Medium,30.5,5.1
2021-06-26,6,52.4,27,High,30.5,35.8
2023-08-26,8,106.0,43,High,30.5,35.8
2021-03-07,3,10.8,2,Low,30.5,5.1
2023-03-17,3,12.0,3,Low,30.5,5.1
2022-05-03,5,49.1,10,High,30.5,5.1
2023-06-19,6,21.3,13,Medium,30.5,35.8
2023-08-01,8,79.0,49,High,30.5,35.8
2020-03-03,3,3.1,2,Low,30.5,5.1
2022-10-16,10,2.9,4,Low,30.5,5.1
2023-07-08,7,27.9,23,High,30.5,35.8
2023-01-22,1,50.5,15,High,30.5,5.1
2021-08-16,8,79.1,39,High,30.5,35.8
2023-08-07,8,25.5,17,High,30.5,35.8
2021-09-10,9,70.3,33,High,30.5,35.8
2022-09-16,9,44.7,19,High,30.5,35.8
2021-05-16,5,10.8,3,Low,30.5,5.1
2023-11-03,11,15.3,9,Medium,30.5,5.1
2022-04-11,4,8.8,0,Low,30.5,5.1
2021-09-01,9,48.6,24,High,30.5,35.8
2022-07-17,7,148.6,69,High,30.5,35.8
2020-05-29,5,13.4,2,Low,30.5,5.1
2023-11-11,11,13.8,7,Low,30.5,5.1
2020-05-02,5,20.9,8,Medium,30.5,5.1
2020-11-19,11,19.4,8,Medium,30.5,5.1
2022-06-19,6,63.6,21,High,30.5,35.8
2022-05-01,5,0.6,0,Low,30.5,5.1
2022-09-18,9,59.1,27,High,30.5,35.8
2022-08-09,8,29.2,11,Medium,30.5,35.8
2021-02-21,2,9.2,4,Low,30.5,5.1
2021-11-27,11,27.1,9,Medium,30.5,5.1
2023-05-27,5,20.0,3,Medium,30.5,5.1
2020-10-21,10,20.0,4,Medium,30.5,5.1
2021-10-02,10,0.5,0,Low,30.5,5.1
2021-10-15,10,16.5,7,Medium,30.5,5.1
2021-12-08,12,7.5,6,Low,30.5,5.1
2022-03-27,3,17.1,8,Medium,30.5,5.1
2020-09-24,9,50.6,28,High,30.5,35.8
2022-01-28,1,9.2,5,Low,30.5,5.1
2022-11-20,11,36.5,16,High,30.5,5.1
2023-02-24,2,11.2,1,Low,30.5,5.1
2020-08-05,8,83.7,29,High,30.5,35.8
2021-10-15,10,10.0,9,Medium,30.5,5.1
2021-05-10,5,3.5,2,Low,30.5,5.1
2022-08-13,8,41.8,10,High,30.5,35.8
2020-09-07,9,44.8,31,High,30.5,35.8
2021-07-01,7,80.3,29,High,30.5,35.8
2022-07-09,7,53.5,28,High,30.5,35.8
2021-05-22,5,11.8,5,Low,30.5,5.1
2020-10-15,10,0.5,0,Low,30.5,5.1
2020-07-17,7,47.0,29,High,30.5,35.8
2020-04-13,4,6.7,0,Low,30.5,5.1
2021-08-17,8,88.7,50,High,30.5,35.8
2022-02-25,2,7.6,2,Low,30.5,5.1
2023-06-14,6,46.6,15,High,30.5,35.8
2022-05-06,5,5.4,3,Low,30.5,5.1
2021-05-23,5,31.2,7,High,30.5,5.1
2020-11-23,11,21.8,7,Medium,30.5,5.1
2021-11-01,11,27.0,9,Medium,30.5,5.1
2023-03-29,3,6.2,3,Low,30.5,5.1
2021-10-02,10,44.4,17,High,30.5,5.1
2021-01-23,1,8.8,6,Low,30.5,5.1
2020-11-22,11,8.1,0,Low,30.5,5.1
2022-10-17,10,11.2,5,Low,30.5,5.1
2022-11-20,11,14.1,8,Medium,30.5,5.1
2022-08-14,8,63.4,31,High,30.5,35.8
2022-10-18,10,18.7,6,Medium,30.5,5.1
2021-09-23,9,51.1,25,High,30.5,35.8
2022-10-15,10,13.8,5,Low,30.5,5.1
2020-02-17,2,5.0,3,Low,30.5,5.1
2020-07-03,7,98.1,39,High,30.5,35.8
2022-03-16,3,11.6,7,Low,30.5,5.1
2022-11-01,11,16.5,11,Medium,30.5,5.1
2022-07-25,7,44.8,14,High,30.5,35.8
2021-05-08,5,19.2,4,Low,30.5,5.1
2021-03-16,3,52.9,16,High,30.5,5.1
2023-04-09,4,0.5,0,Low,30.5,5.1
2021-12-23,12,0.5,0,Low,30.5,5.1
2020-04-09,4,12.9,4,Low,30.5,5.1
2020-04-13,4,18.2,7,Medium,30.5,5.1
2021-07-30,7,49.2,16,High,30.5,35.8
2022-10-10,10,24.5,5,Medium,30.5,5.1
2023-05-08,5,6.5,5,Low,30.5,5.1
2023-09-01,9,24.1,16,High,30.5,35.8
2023-10-09,10,7.7,0,Low,30.5,5.1
2022-08-21,8,36.4,18,High,30.5,35.8
2021-08-08,8,47.5,21,High,30.5,35.8
2023-01-04,1,4.5,1,Low,30.5,5.1
2020-01-17,1,12.4,4,Low,30.5,5.1
2020-08-08,8,47.5,24,High,30.5,35.8
2022-06-01,6,9.0,6,Low,30.5,35.8
2020-10-01,10,28.5,13,Medium,30.5,5.1
2021-06-25,6,46.5,20,High,30.5,35.8
2022-01-19,1,5.5,0,Low,30.5,5.1
2022-04-05,4,10.0,4,Low,30.5,5.1
2022-01-19,1,4.5,1,Low,30.5,5.1
2020-04-02,4,8.2,3,Low,30.5,5.1
2022-03-31,3,11.7,4,Low,30.5,5.1
2020-04-14,4,0.5,0,Low,30.5,5.1
2023-03-13,3,5.6,4,Low,30.5,5.1
2023-02-24,2,11.1,3,Low,30.5,5.1
2021-02-02,2,5.5,0,Low,30.5,5.1
2022-01-12,1,6.6,1,Low,30.5,5.1
2023-02-07,2,8.1,4,Low,30.5,5.1
2021-08-14,8,106.7,63,High,30.5,35.8
2020-05-30,5,12.0,3,Low,30.5,5.1
2022-03-02,3,9.0,2,Low,30.5,5.1
2022-10-29,10,13.8,4,Low,30.5,5.1
2022-07-11,7,43.8,25,High,30.5,35.8
2023-01-31,1,7.2,0,Low,30.5,5.1
2021-07-26,7,41.5,16,High,30.5,35.8
2023-06-30,6,38.8,22,High,30.5,35.8
2023-10-25,10,7.2,6,Low,30.5,5.1
2023-06-05,6,64.4,41,High,30.5,35.8
2020-08-31,8,85.2,46,High,30.5,35.8
2020-09-20,9,88.8,44,High,30.5,35.8
2020-07-17,7,118.1,70,High,30.5,35.8
2022-03-17,3,9.2,0,Low,30.5,5.1
2022-02-03,2,3.7,3,Low,30.5,5.1
2021-11-25,11,11.9,6,Low,30.5,5.1
2023-02-16,2,4.4,2,Low,30.5,5.1
2022-01-18,1,6.5,4,Low,30.5,5.1
2020-10-22,10,2.6,4,Low,30.5,5.1
2021-02-11,2,7.9,4,Low,30.5,5.1
2023-05-18,5,22.8,7,Medium,30.5,5.1
2022-11-08,11,15.5,4,Low,30.5,5.1
2022-04-02,4,10.6,1,Low,30.5,5.1
2022-10-21,10,18.3,8,Medium,30.5,5.1
2020-03-23,3,11.3,3,Low,30.5,5.1
2020-04-02,4,16.3,7,Medium,30.5,5.1
2020-03-20,3,21.0,9,Medium,30.5,5.1
2020-10-07,10,32.2,10,High,30.5,5.1
2021-11-13,11,11.8,7,Low,30.5,5.1
2022-08-28,8,38.7,17,High,30.5,35.8
2022-11-29,11,9.8,1,Low,30.5,5.1
2022-07-24,7,60.9,26,High,30.5,35.8
2020-11-01,11,40.8,14,High,30.5,5.1
2023-05-26,5,11.0,1,Low,30.5,5.1
2022-11-21,11,6.0,2,Low,30.5,5.1
2020-10-13,10,24.1,13,Medium,30.5,5.1
2021-11-02,11,25.1,4,Medium,30.5,5.1
2023-06-09,6,36.5,17,High,30.5,35.8
2021-10-14,10,30.4,12,High,30.5,5.1
2020-11-28,11,23.1,8,Medium,30.5,5.1
2022-03-15,3,3.5,6,Low,30.5,5.1
2023-06-16,6,41.7,19,High,30.5,35.8
2021-09-04,9,242.0,134,High,30.5,35.8
2023-04-30,4,16.9,2,Low,30.5,5.1
2021-11-19,11,0.5,0,Low,30.5,5.1
2022-11-04,11,21.2,8,Medium,30.5,5.1
2022-11-09,11,12.6,5,Low,30.5,5.1
2022-12-26,12,27.7,11,Medium,30.5,5.1
2022-09-30,9,31.1,36,High,30.5,35.8
2023-12-22,12,5.7,1,Low,30.5,5.1
2023-02-26,2,5.7,6,Low,30.5,5.1
2021-09-05,9,92.5,47,High,30.5,35.8
2022-08-30,8,44.1,17,High,30.5,35.8
2020-02-04,2,8.7,5,Low,30.5,5.1
2022-01-24,1,9.6,1,Low,30.5,5.1
2021-11-09,11,21.6,8,Medium,30.5,5.1
2023-10-11,10,3.2,0,Low,30.5,5.1
2020-08-12,8,43.5,19,High,30.5,35.8
2022-05-03,5,7.6,1,Low,30.5,5.1
2023-04-10,4,20.5,8,Medium,30.5,5.1
2021-09-22,9,51.5,30,High,30.5,35.8
2023-11-10,11,23.5,5,Medium,30.5,5.1
2023-07-12,7,0.5,1,Low,30.5,35.8
2020-02-24,2,6.0,3,Low,30.5,5.1
2023-05-07,5,1.3,1,Low,30.5,5.1
2022-08-29,8,31.8,18,High,30.5,35.8
2021-06-27,6,40.9,22,High,30.5,35.8
2023-09-04,9,55.6,27,High,30.5,35.8
2023-03-30,3,59.8,17,High,30.5,5.1
2023-03-28,3,4.0,2,Low,30.5,5.1
2021-04-11,4,5.0,3,Low,30.5,5.1
2020-04-15,4,14.1,6,Low,30.5,5.1
2023-04-10,4,29.2,7,Medium,30.5,5.1
2022-09-10,9,2.3,6,Low,30.5,35.8
2020-12-15,12,2.5,3,Low,30.5,5.1
2022-12-09,12,8.8,0,Low,30.5,5.1
2023-07-12,7,67.2,32,High,30.5,35.8
2023-06-23,6,28.8,16,High,30.5,35.8
2022-02-17,2,5.5,4,Low,30.5,5.1
2020-10-29,10,13.3,5,Low,30.5,5.1
2023-10-26,10,11.3,6,Low,30.5,5.1
2021-05-11,5,4.9,2,Low,30.5,5.1
2020-03-05,3,6.2,2,Low,30.5,5.1
2023-03-18,3,16.6,2,Low,30.5,5.1
2023-12-05,12,10.7,0,Low,30.5,5.1
2020-08-13,8,3.2,0,Low,30.5,35.8
2021-01-25,1,1.1,0,Low,30.5,5.1
2020-02-08,2,6.3,2,Low,30.5,5.1
2022-06-22,6,40.8,14,High,30.5,35.8
2021-10-04,10,39.0,13,High,30.5,5.1
2022-05-07,5,11.1,5,Low,30.5,5.1
2020-11-06,11,38.5,15,High,30.5,5.1
2022-04-25,4,2.8,4,Low,30.5,5.1
2023-11-15,11,24.9,11,Medium,30.5,5.1
2021-02-21,2,6.5,1,Low,30.5,5.1
2022-04-20,4,8.4,1,Low,30.5,5.1
2022-10-24,10,27.0,14,Medium,30.5,5.1
2023-06-06,6,77.9,50,High,30.5,35.8
2022-08-23,8,37.2,18,High,30.5,35.8
2020-05-07,5,23.9,7,Medium,30.5,5.1
2023-12-16,12,5.5,1,Low,30.5,5.1
2020-10-09,10,32.7,11,High,30.5,5.1
2022-11-28,11,24.6,7,Medium,30.5,5.1
2021-02-28,2,6.4,3,Low,30.5,5.1
2023-02-22,2,0.5,0,Low,30.5,5.1
2021-10-27,10,0.5,1,Low,30.5,5.1
2023-09-18,9,71.5,36,High,30.5,35.8
2022-09-06,9,107.9,45,High,30.5,35.8
2022-12-12,12,5.1,7,Low,30.5,5.1
2022-02-10,2,10.9,3,Low,30.5,5.1
2021-10-04,10,8.6,1,Low,30.5,5.1
2020-12-20,12,10.0,3,Low,30.5,5.1
2022-07-30,7,49.9,27,High,30.5,35.8
2022-12-27,12,9.3,0,Low,30.5,5.1
2021-12-02,12,4.2,3,Low,30.5,5.1
2023-01-23,1,6.1,2,Low,30.5,5.1
2021-12-26,12,5.1,3,Low,30.5,5.1
2023-10-16,10,34.3,12,High,30.5,5.1
2023-10-26,10,27.1,12,Medium,30.5,5.1
2023-08-10,8,72.9,27,High,30.5,35.8
2023-11-20,11,10.3,8,Medium,30.5,5.1
2021-06-25,6,34.3,13,High,30.5,35.8
2023-06-03,6,93.8,36,High,30.5,35.8
2022-09-18,9,63.9,27,High,30.5,35.8
2021-01-28,1,11.5,5,Low,30.5,5.1
2021-05-19,5,74.5,19,High,30.5,5.1
2021-07-25,7,49.7,26,High,30.5,35.8
2023-02-16,2,14.2,5,Low,30.5,5.1
2021-09-03,9,71.4,26,High,30.5,35.8
2021-04-05,4,16.3,9,Medium,30.5,5.1
2021-09-01,9,125.1,53,High,30.5,35.8
2021-08-14,8,53.1,19,High,30.5,35.8
2023-12-14,12,11.6,3,Low,30.5,5.1
2021-02-28,2,3.2,0,Low,30.5,5.1
2023-11-14,11,21.3,13,Medium,30.5,5.1
2023-12-14,12,8.0,2,Low,30.5,5.1
2022-09-28,9,69.3,27,High,30.5,35.8
2021-10-11,10,15.8,3,Low,30.5,5.1
2022-09-09,9,63.2,22,High,30.5,35.8
2021-12-15,12,8.1,5,Low,30.5,5.1
2023-02-21,2,10.8,4,Low,30.5,5.1
2021-07-14,7,75.8,40,High,30.5,35.8
2021-08-12,8,40.1,19,High,30.5,35.8
2020-09-06,9,3.4,0,Low,30.5,35.8
2023-03-20,3,17.0,2,Low,30.5,5.1
2023-10-17,10,20.4,9,Medium,30.5,5.1
2023-01-17,1,7.7,0,Low,30.5,5.1
2022-02-16,2,8.4,1,Low,30.5,5.1
2022-03-19,3,12.0,9,Medium,30.5,5.1
2021-12-07,12,9.9,2,Low,30.5,5.1
2020-10-26,10,0.5,0,Low,30.5,5.1
2021-08-17,8,54.8,21,High,30.5,35.8
2020-03-27,3,15.6,4,Low,30.5,5.1
2021-08-12,8,76.8,48,High,30.5,35.8
2020-06-10,6,61.5,30,High,30.5,35.8
2021-12-10,12,5.7,1,Low,30.5,5.1
2022-06-24,6,52.7,20,High,30.5,35.8
2023-09-05,9,65.5,26,High,30.5,35.8
2021-06-09,6,56.2,32,High,30.5,35.8
2022-09-08,9,93.7,47,High,30.5,35.8
2021-03-14,3,10.0,7,Low,30.5,5.1
2021-02-17,2,2.9,3,Low,30.5,5.1
2023-01-08,1,3.7,0,Low,30.5,5.1
2021-07-09,7,91.0,36,High,30.5,35.8
2023-02-25,2,14.8,6,Low,30.5,5.1
2023-11-26,11,0.5,0,Low,30.5,5.1
2021-07-10,7,44.9,23,High,30.5,35.8
2020-10-08,10,12.8,0,Low,30.5,5.1
2020-08-11,8,72.7,34,High,30.5,35.8
2023-06-14,6,80.6,43,High,30.5,35.8
2023-04-16,4,33.7,14,High,30.5,5.1
2021-05-05,5,80.1,21,High,30.5,5.1
2021-05-11,5,6.8,3,Low,30.5,5.1
2020-04-13,4,18.7,4,Low,30.5,5.1
2023-10-03,10,15.0,7,Medium,30.5,5.1
2022-12-23,12,1.5,3,Low,30.5,5.1
2021-04-07,4,26.8,9,Medium,30.5,5.1
2023-07-30,7,52.0,28,High,30.5,35.8
2021-04-21,4,6.6,5,Low,30.5,5.1
2020-04-17,4,13.9,6,Low,30.5,5.1
2020-07-24,7,88.2,39,High,30.5,35.8
2022-04-26,4,13.0,1,Low,30.5,5.1
2021-11-07,11,18.5,8,Medium,30.5,5.1
2022-08-25,8,107.1,44,High,30.5,35.8
2020-07-24,7,125.3,71,High,30.5,35.8
2023-10-27,10,25.3,11,Medium,30.5,5.1
2020-10-08,10,0.5,2,Low,30.5,5.1
2020-01-11,1,8.7,4,Low,30.5,5.1
2023-02-01,2,10.8,6,Low,30.5,5.1
2020-11-19,11,3.0,0,Low,30.5,5.1
2022-04-13,4,8.0,8,Medium,30.5,5.1
2023-08-30,8,23.2,9,Medium,30.5,35.8
2022-09-01,9,47.8,20,High,30.5,35.8
2022-09-04,9,33.3,14,High,30.5,35.8
2023-08-25,8,4.8,0,Low,30.5,35.8
2021-02-12,2,10.1,4,Low,30.5,5.1
2021-08-11,8,23.7,20,High,30.5,35.8
2021-10-19,10,22.4,7,Medium,30.5,5.1
2021-08-07,8,94.7,37,High,30.5,35.8
2023-08-15,8,95.4,52,High,30.5,35.8
2020-05-01,5,51.8,12,High,30.5,5.1
2020-07-02,7,61.2,21,High,30.5,35.8
2023-08-28,8,14.8,14,Medium,30.5,35.8
2023-03-21,3,16.2,6,Medium,30.5,5.1
2021-04-20,4,8.8,1,Low,30.5,5.1
2022-12-31,12,6.7,4,Low,30.5,5.1
2020-03-17,3,7.8,2,Low,30.5,5.1
2020-12-24,12,10.5,2,Low,30.5,5.1
2022-05-05,5,50.5,16,High,30.5,5.1
2020-12-26,12,7.6,3,Low,30.5,5.1
2020-03-15,3,30.3,9,High,30.5,5.1
2022-03-24,3,22.7,7,Medium,30.5,5.1
2022-10-11,10,15.2,16,High,30.5,5.1
2021-01-16,1,4.8,2,Low,30.5,5.1
2021-08-15,8,23.2,12,Medium,30.5,35.8
2020-03-17,3,23.2,6,Medium,30.5,5.1
2020-01-19,1,9.7,3,Low,30.5,5.1
2021-09-03,9,12.4,5,Low,30.5,35.8
2023-03-09,3,10.6,6,Low,30.5,5.1
2023-05-19,5,6.6,0,Low,30.5,5.1
2020-08-07,8,42.3,29,High,30.5,35.8
2021-11-17,11,25.1,10,Medium,30.5,5.1
2021-08-05,8,71.0,43,High,30.5,35.8
2022-07-19,7,89.5,52,High,30.5,35.8
2023-08-06,8,37.4,22,High,30.5,35.8
2023-01-17,1,9.9,4,Low,30.5,5.1
2022-12-09,12,1.2,0,Low,30.5,5.1
2022-10-08,10,0.5,2,Low,30.5,5.1
2020-10-01,10,14.4,5,Low,30.5,5.1
2022-10-29,10,12.1,5,Low,30.5,5.1
2022-08-16,8,77.4,41,High,30.5,35.8
2021-07-12,7,35.4,16,High,30.5,35.8
2021-01-29,1,6.9,1,Low,30.5,5.1
2020-08-18,8,83.5,31,High,30.5,35.8
2021-11-08,11,7.5,1,Low,30.5,5.1
2020-11-28,11,40.5,11,High,30.5,5.1
2022-07-28,7,37.1,20,High,30.5,35.8
2023-08-20,8,69.7,36,High,30.5,35.8
2021-06-10,6,91.5,37,High,30.5,35.8
2021-01-16,1,13.3,0,Low,30.5,5.1
2020-01-29,1,7.1,0,Low,30.5,5.1
2021-11-21,11,18.7,7,Medium,30.5,5.1
2021-08-27,8,39.5,17,High,30.5,35.8
2023-03-08,3,97.6,28,High,30.5,5.1
2023-10-13,10,3.4,6,Low,30.5,5.1
2021-01-30,1,7.2,6,Low,30.5,5.1
2020-12-25,12,6.3,4,Low,30.5,5.1
2023-06-05,6,80.7,49,High,30.5,35.8
2023-08-01,8,57.6,30,High,30.5,35.8
2022-04-10,4,6.5,3,Low,30.5,5.1
2022-05-25,5,14.0,8,Medium,30.5,5.1
2022-11-21,11,19.8,4,Low,30.5,5.1
2021-11-02,11,20.1,6,Medium,30.5,5.1
2020-06-26,6,27.1,18,High,30.5,35.8
2022-03-31,3,4.4,2,Low,30.5,5.1
2023-10-02,10,22.5,10,Medium,30.5,5.1
2020-07-14,7,33.9,14,High,30.5,35.8
2021-01-13,1,0.5,0,Low,30.5,5.1
2020-10-14,10,13.0,8,Medium,30.5,5.1
2022-09-04,9,76.3,44,High,30.5,35.8
2021-10-24,10,27.9,17,High,30.5,5.1
2021-05-23,5,7.8,4,Low,30.5,5.1
2020-01-14,1,10.4,12,Medium,30.5,5.1
2021-06-18,6,42.4,22,High,30.5,35.8
2022-02-24,2,9.7,3,Low,30.5,5.1
2021-04-27,4,11.6,7,Low,30.5,5.1
2022-07-03,7,146.4,75,High,30.5,35.8
2021-06-30,6,62.2,36,High,30.5,35.8
2021-11-06,11,4.5,4,Low,30.5,5.1
2021-09-10,9,52.1,31,High,30.5,35.8
2023-04-07,4,14.3,3,Low,30.5,5.1
2023-03-19,3,17.7,7,Medium,30.5,5.1
2020-01-24,1,10.9,3,Low,30.5,5.1
2021-06-19,6,84.3,39,High,30.5,35.8
2023-08-31,8,18.0,6,Medium,30.5,35.8
2022-01-06,1,8.9,1,Low,30.5,5.1
2023-11-19,11,21.0,5,Medium,30.5,5.1
2021-04-28,4,24.1,7,Medium,30.5,5.1
2020-05-07,5,6.0,0,Low,30.5,5.1
2023-09-29,9,127.7,54,High,30.5,35.8
2020-08-30,8,54.0,24,High,30.5,35.8
2022-08-11,8,82.1,34,High,30.5,35.8
2021-09-20,9,51.2,33,High,30.5,35.8
2020-11-23,11,21.5,9,Medium,30.5,5.1
